,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,temp_softbake,pr_thickness,lithography_Chamber,Line_CD,Wavelength,exp_time,lense,Etching_Chamber,Thin F4,Temp_Etching,Source_Power,etching_rate1,etching_rate2,etching_rate3,etching_rate4,etching_uni,Chamber_Num,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,flux_rate1,flux_rate2,flux_rate3,flux_rate4,Error_message,target_rate,Target
699,1,wet,1282.6158735,H2O,44.95,0.225,32,7256.21,26,25,1,0.85457,11.582,15.106,20,202.294,90,92.313,1.97261692907159,2,46.103,405,44541.09,0.801172679418171,2,299,72.562,52.031,154.721,203.5,215.7,121.8,0.269935793227458,2,32415.844,105.079,860,158,5598868333333333,1.44E+16,-2806235625000000,831750833333333,none,0.075,150
700,1,wet,1276.4270829,H2O,44.94,0.224,31,7158.21,26,26,1,0.84856,20.67,14.935,20.004,202.52,90,92.442,1.97398751165609,3,53.813,405,44234.505,0.801280465969322,1,292,71.582,52.006,145.421,203.9,226.8,110.5,0.338760393288291,1,32428.073,105.014,860,158,10785466666666.7,-28103114285714.3,935066490625000,831864722222222,none,0.078,156
701,1,wet,1281.1101198,H2O,44.94,0.225,32,7242.81,26,27,2,0.81772,10.83,15.005,19.999,202.335,90,92.043,1.95213717386937,1,46.438,405,44306.19,0.798572428547485,1,249,72.428,51.709,149.681,208.3,228.8,112.6,0.332293842698043,1,32424.728,104.272,860,156,6496003333333333,2368317142857143,-252920000000000,829495833333333,none,0.0285,57
703,1,wet,1273.8982222,H2O,44.97,0.221,28,7180.15,27,2,2,0.71782,15.886,14.988,20.003,203.015,89.999,92.854,2.01125313450162,3,50.69,405,44391.24,0.816708443152051,3,172,71.801,51.787,147.215,204.9,229.9,118.8,0.317059423671012,3,32456.369,104.468,861,157,1.07981533333333E+015,-622714540712520,939875712030864,831219166666667,none,0.036,72
704,1,wet,1274.4422029,H2O,44.97,0.224,31,7180.58,27,3,3,0.92379,20.092,14.921,19.997,204.243,89.999,93.143,2.01684079449866,1,45.881,405,44662.59,0.807612696868058,3,288,71.806,52.015,147.558,204.7,222.3,114.7,0.312219807387074,3,32452.911,105.038,860,158,2772266000000000,-602060857142857,745735812500000,830157500000000,none,0.033,66
705,1,wet,1276.432217,H2O,44.89,0.223,30,7218.7,27,4,3,0.89618,20.223,15.09,20.006,203.51,90,92.6,1.99332912435691,2,46.634,405,44456.04,0.796486804868599,2,243,72.187,51.97,149.07,206.3,225.8,116.4,0.313660277821581,2,32423.19,104.926,860,157,-508890362000000,3024342285714.29,937892990312500,832335555555556,none,0.0465,93
706,1,wet,1277.655913,H2O,44.99,0.22,27,7181.98,27,5,3,0.88631,18.52,15.161,19.996,199.44,90,90.779,1.92765550198846,3,58.646,405,43803.18,0.797255080286539,1,266,71.82,51.224,144.998,207.7,207.1,131.8,0.219491670016397,1,32546.56,103.059,913,155,-75176166666666.7,-28276439714285.7,944949468062500,826467777777778,none,0.0825,165
707,2,wet,1285.0382854,H2O,45.03,0.22,27,7135.46,27,6,1,0.80238,17.455,15.039,19.997,199.511,90.001,90.615,1.92944091297668,1,53.889,405,43846.11,0.792135754465299,1,213,71.355,51.298,142.046,207,213.4,129.8,0.241532634352528,1,32555.893,103.245,910,155,-36028500000000,191171457142857,879265093750000,832433611111111,none,0.0525,105
708,2,wet,1268.4538442,H2O,45.04,0.22,27,7114.21,27,7,1,0.82889,20.382,15.112,19.994,198.963,90,90.171,1.91698374261036,2,58.581,405,43720.965,0.799194885152735,2,248,71.142,50.909,138.121,208.7,220.7,119.1,0.295942011677476,2,32556.464,102.271,906,153,-573784043333333,-5870421657142.86,940413408800000,830733333333333,none,0.063,126
709,2,wet,1271.7326716,H2O,45.02,0.217,24,7115.92,27,8,1,1.21989,11.754,14.988,19.997,197.823,90,89.9,1.90991322046309,3,62.855,405,43450.02,0.773792692340026,3,262,71.159,51.187,140.692,206,212.6,126.1,0.252410299507435,3,32546.944,102.967,906,154,-592608950000000,624132121428571,800056437500000,832185555555556,none,0.075,150
710,2,wet,1269.3002401,H2O,45.03,0.216,23,7128.14,27,9,2,1.41046,20.108,15.062,19.999,197.533,89.999,89.729,1.89578208069384,1,60.637,405,43458.93,0.784126947248586,3,307,71.281,50.985,144.214,203.6,219.8,114.5,0.308746045382443,3,32553.593,102.462,906,154,-113644266666667,3769658657142857,110045312500000,832594166666667,none,0.078,156
711,2,wet,1279.21923,H2O,45.05,0.216,23,7171.63,27,10,2,1.01435,10.668,14.957,19.998,197.373,90,89.801,1.89811851891795,2,64.86,405,43432.605,0.776394538783304,2,249,71.716,50.982,144.563,207.7,223.2,116.8,0.307397622002043,2,32542.845,102.455,906,154,-627459866666667,7756686657142857,-765317187500000,833513888888889,none,0.0465,93
712,2,wet,1278.2747045,H2O,45.09,0.216,23,7121.64,27,11,2,1.57538,19.446,14.995,20,197.358,90.001,89.831,1.90014297246343,3,62.975,405,43451.64,0.776488317206022,1,167,71.216,50.985,141.664,206.5,222,125.3,0.278087722728998,1,32527.163,102.462,906,154,1.62933833333333E+015,-838075428571429,909181562500000,834266666666667,none,0.03,60
713,2,wet,1279.1983197,H2O,45.18,0.217,24,7103.77,27,12,3,1.3637,19.94,14.854,20.002,197.693,90,90.172,1.90832174192456,1,60.745,405,43466.625,0.776640196978966,1,252,71.038,51.2,140.777,205.3,216.7,122.4,0.275257342263386,1,32568.434,103,907,154,603734000000000,778596714285714,682994375000000,831684166666667,none,0.051,102
714,2,wet,1281.471833,H2O,45.2,0.218,25,7153.75,27,13,3,1.33755,17.527,15.053,19.994,197.488,90,90.178,1.90764246520711,2,54.352,405,43923.87,0.79474565195635,2,238,71.537,51.137,146.275,204.4,220.8,120.1,0.291219318222897,2,32567.933,102.843,902,154,-202399945033333,-17973827416.7429,933838414121622,836581388888889,none,0.042,84
715,2,wet,1276.6584036,H2O,45.21,0.218,25,7105.87,27,14,3,1.14418,20.02,14.887,20.002,198.573,89.999,90.012,1.91471837056885,3,58.799,405,43867.575,0.778838665012836,3,136,71.059,51.309,142.187,204.5,228.7,121.6,0.307322805159924,3,32559.307,103.273,902,155,859764000000000,-466387242857143,929368928125000,833828888888889,none,0.0285,57
716,3,wet,1274.2334709,H2O,45.11,0.218,25,7152.18,27,15,1,0.85498,20.005,15.031,20.003,198.627,90,90.212,1.91754529143771,1,58.058,405,43623.765,0.777669181450382,3,147,71.522,51.166,141.918,208.9,228.2,121.5,0.304631715387756,3,32554.618,102.915,903,154,2746060900000000,1.89157371428571E+015,239596875000000,830206388888889,none,0.027,54
717,3,wet,1269.7671754,H2O,45.08,0.218,25,7172.32,27,16,1,1.23714,19.411,15.02,20.001,198.224,90,90.309,1.91736629863347,3,60.924,405,43608.78,0.776792136178374,1,149,71.723,51.143,144.032,208.7,231.6,118,0.323493732308936,1,32552.824,102.858,902,154,347541366666667,46952571428571.4,883342937500000,837382500000000,none,0.0255,51
718,3,wet,1279.0497353,H2O,45.11,0.218,25,7107.06,27,17,2,1.14447,18.092,15.055,19.999,198.239,90.001,89.66,1.88565633894417,1,62.882,405,43313.13,0.797396353240678,1,186,71.071,50.825,138.206,208.4,227.9,117.6,0.318737303245457,1,32545.179,102.062,894,153,331308200000000,-209029477714286,944660573250000,826858888888889,none,0.027,54
719,3,wet,1272.1821576,H2O,45.12,0.218,25,7187.82,27,18,2,1.29229,17.431,15.049,19.999,197.631,90.002,89.956,1.892487983727,2,55.138,405,43886.205,0.795230970417408,2,316,71.878,50.846,147.782,205.5,229.4,104.5,0.363513596106999,2,32551.638,102.116,903,153,1129511100000000,-572201854367971,944605311892994,827017500000000,none,0.066,132
720,3,wet,1277.0826654,H2O,45.09,0.22,27,7185.7,27,19,3,1.47385,15.179,15.168,20.003,197.591,89.999,89.9,1.89879774573947,1,57.793,405,43622.955,0.784818319403616,3,228,71.857,51.09,144.47,208.5,211.4,131.4,0.229961050347097,3,32445.897,102.725,903,154,3.08099633333333E+015,-1.00324385714286E+015,829139281250000,837122500000000,none,0.0735,147
721,3,wet,1276.8710849,H2O,45.12,0.221,28,7196.87,27,20,3,1.16319,15.553,14.951,20.004,197.746,90,89.884,1.90652623966567,3,60.378,405,43657.38,0.778652988008744,1,227,71.969,51.165,149.087,205.3,215.8,126.8,0.255384964138499,1,32439.106,102.912,903,154,2.92589766666667E+015,7473579714285714,-1003885312500000,833179444444444,none,0.0495,99
722,1,wet,1275.5826693,H2O,45.18,0.222,29,7210.81,27,21,1,1.062,14.349,14.974,20.004,197.657,90.001,89.896,1.89832173849464,1,53.136,405,43886.205,0.796015597974779,1,231,72.108,51.182,150.481,205.1,227.7,114.7,0.323791048753476,1,32451.317,102.955,903,154,3.64520233333333E+015,-698574428571429,714057531250000,828100555555556,none,0.054,108
723,1,wet,1277.551834,H2O,45.19,0.222,29,7178.58,27,22,1,1.4525,16.591,14.907,20.001,197.175,90,89.681,1.89781879697524,2,60.551,405,43645.635,0.777951509610102,2,242,71.786,51.099,143.958,208.9,228.4,112.4,0.334458767865432,2,32458.957,102.748,903,154,537625366666667,6339783285714286,-527360312500000,835614166666667,none,0.048,96
724,1,wet,1277.7814702,H2O,45.12,0.222,29,7188.95,27,23,1,1.52592,11.384,15.104,19.998,197.045,89.999,89.703,1.89662046729205,3,60.87,405,43622.145,0.784014619452855,3,221,71.889,51.128,149.595,204.3,218.5,124.4,0.270093786551281,3,32453.215,102.821,903,154,-588758033333333,1.28E+16,-1867080312500000,834635833333333,none,0.0405,81
725,1,wet,1277.1782512,H2O,45.13,0.223,30,7185.67,27,24,2,1.19653,17.44,15.081,19.998,197.415,90.001,89.589,1.89557677550525,1,56.873,405,43652.52,0.801489781500032,3,176,71.857,51.073,148.967,204.9,221.6,125.5,0.274192651009249,3,32457.056,102.682,903,154,-6903900000000,-83837974285714.3,941392338125000,829578611111111,none,0.0285,57
726,1,wet,1270.3423481,H2O,45.11,0.223,30,7240.96,27,25,2,1.49645,20.293,15.03,19.997,197.203,90.001,89.797,1.8993153089345,2,60.919,405,43627.41,0.778849149419805,2,361,72.41,51.138,151.496,206.5,224.1,105.9,0.343606648875866,2,32553.025,102.845,903,154,-159378646666667,-6355308857142.86,939323553187500,831641944444445,none,0.072,144
727,1,wet,1273.844301,H2O,45.15,0.223,30,7194.96,27,26,2,1.29132,19.651,14.961,20.006,197.314,89.999,89.605,1.89654639313333,3,60.877,405,43614.045,0.780301716663777,1,275,71.95,51.169,149.296,204.6,222.2,115.9,0.307227209405835,1,32658.812,102.923,903,154,3214958000000000,1.71671571428571E+015,218288437500000,831889722222222,none,0.066,132
728,1,wet,1270.9933412,H2O,45.16,0.223,30,7168.74,27,27,3,1.12251,19.618,14.929,19.999,197.256,90,89.809,1.90166371936514,1,54.172,405,43833.555,0.789464450708179,1,140,71.687,51.341,143.774,208.7,227,123.4,0.29478967780854,1,32771.144,103.353,902,155,-386123633333333,986863842857143,707194750000000,834889166666667,none,0.021,42
729,1,wet,1278.5025804,H2O,45.12,0.224,31,7225.25,28,1,3,1.52756,19.276,15.02,19.998,197.261,90,89.903,1.90690297358724,2,52.115,405,44058.735,0.781069196945152,2,234,72.253,51.479,148.025,208.9,225.8,116.4,0.312962631861255,2,32771.764,103.697,902,156,-65595930000000,9620855714285.72,932407021875000,834984444444445,none,0.0495,99
730,1,wet,1278.5999316,H2O,45.16,0.224,31,7230.8,28,2,3,1.06626,13.173,14.911,20.004,197.84,90,89.915,1.90396079507998,3,54.149,405,44122.725,0.807976826027627,3,209,72.308,51.797,153.28,204.7,221.2,123,0.27970036173061,3,32767.878,104.492,901,157,4.37602166666667E+015,1.02E+16,-1747431562500000,828841944444445,none,0.0255,51
731,2,wet,1278.8357592,H2O,45.19,0.225,32,7192.35,28,3,1,1.29483,15.552,14.97,19.999,197.623,90,89.801,1.9000576055913,1,55.039,405,43763.085,0.800536062667149,3,269,71.924,51.22,149.035,205.1,221.4,116.8,0.302165859013339,3,32767.951,103.05,901,155,-159428600000000,501833400000000,813425656250000,830627500000000,none,0.045,90
732,2,wet,1281.9241074,H2O,45.2,0.225,32,7248.21,28,4,1,1.38632,20.107,15.01,20,197.55,90,89.835,1.9051582318371,2,53.721,405,43978.95,0.777272177686339,2,261,72.482,51.299,151.721,207,204.4,135.6,0.204373419433508,2,32757.689,103.247,902,155,143426233333333,137861042857143,876990406250000,833782222222222,none,0.066,132
733,2,wet,1276.061577,H2O,45.22,0.223,30,7186.28,28,5,1,1.41858,10.45,15.07,19.997,197.427,90,89.931,1.90761065133379,3,57.992,405,44019.45,0.78056038453681,1,312,71.863,51.602,147.828,205.1,209.4,125.1,0.245262049261886,1,32758.759,104.005,903,156,-637413833333333,-31811438571428.6,933996361562500,835924444444444,none,0.078,156
734,2,wet,1276.3955004,H2O,45.25,0.225,32,7206.97,28,6,2,1.27336,14.487,14.923,20,197.695,90,89.812,1.90548236710486,1,47.802,405,44245.035,0.786540638904048,1,265,72.07,51.533,151.297,203.9,233.5,105.5,0.368771400625471,1,32951.237,103.832,903,156,26288333333333.3,6509089428571429,-532526875000000,836496944444444,none,0.0585,117
735,2,wet,1275.2006133,H2O,45.26,0.225,32,7192.65,28,7,2,1.27757,15.464,15.04,19.996,197.647,90,89.843,1.90299119345731,2,48.059,405,44285.535,0.792627197094092,2,210,71.927,51.814,147.665,206.1,217.9,126.6,0.261505302428161,2,32572.985,104.536,903,157,-352512748000000,2529739142857.14,937106033437500,832970277777778,none,0.0615,123
736,2,wet,1278.9800751,H2O,45.26,0.225,32,7158.8,28,8,2,1.08925,15.583,14.88,19.998,197.687,90,89.845,1.90363339879226,3,43.899,365,40139.415,0.784956365028366,3,202,71.588,51.84,143.18,207.8,221.6,123.1,0.283176172953082,3,32547.768,104.6,903,157,-314230066666667,7705095028571429,-752618750000000,834533888888889,none,0.0495,99
737,2,wet,1282.139237,H2O,45.21,0.225,32,7263.83,28,9,3,1.35571,15.388,14.948,20.004,197.725,90,89.89,1.90360522684481,1,54.947,365,39802.52,0.762410051279909,3,317,72.638,51.816,154.183,205.2,217.6,117.7,0.28761319911384,3,32547.251,104.54,899,157,3.25115166666667E+015,3377930000000000,-138081875000000,831530000000000,none,0.096,192
738,2,wet,1274.5250015,H2O,45.22,0.224,31,7202.64,28,10,3,1.19561,15.515,14.951,20.002,197.719,90,89.825,1.90273846026602,2,45.406,365,39700.685,0.772624127887286,2,162,72.026,51.692,148.564,206.5,220.5,128.5,0.261339878192892,2,32234.854,104.23,898,156,2.04715566666667E+015,-235265142857143,758903937500000,837990277777778,none,0.036,72
739,2,wet,1273.8637359,H2O,45.22,0.225,32,7177.63,28,11,3,1.48265,15.987,15.049,20.002,197.466,90,89.852,1.90170874938181,3,41.928,365,39654.695,0.769086514858119,1,150,71.776,51.503,146.663,206.3,231.5,118.3,0.322156971838301,1,32330.696,103.757,898,156,2012487200000000,-991527407142857,935939589062500,833568055555556,none,0.0285,57
740,3,wet,1283.9851071,H2O,45.28,0.225,32,7244.99,28,12,1,1.17821,16.313,14.958,20.005,197.662,89.999,89.986,1.9111763038444,1,48.646,365,39648.49,0.770518485055108,1,249,72.45,51.518,150.799,207.5,213.2,128.1,0.243282223102091,1,32453.91,103.794,898,156,2.58217306666667E+015,3696445142857143,-138841875000000,831852777777778,none,0.0645,129
741,3,wet,1283.3630391,H2O,45.26,0.226,33,7278.14,28,13,1,1.38912,12.416,14.984,20.005,198.028,90,90.041,1.90859771283018,2,46.855,365,39602.5,0.762507207259904,2,237,72.781,51.407,153.914,207.5,217.6,125.1,0.262741544693047,2,32459.947,103.517,898,155,4101549000000000,1.23E+16,-2198159062500000,830343611111111,none,0.0585,117
742,3,wet,1274.8036515,H2O,45.24,0.226,33,7226.83,28,14,1,1.21942,12.698,15.012,20.001,197.95,90.001,90.028,1.90853017061976,3,38.535,365,39584.25,0.783108877880071,3,257,72.268,51.404,150.283,206.8,223.3,116.6,0.306176764713056,3,32451.735,103.511,893,155,3.80578433333333E+015,-1834912200000000,928205168750000,834888333333333,none,0.0405,81
743,3,wet,1278.6174272,H2O,45.35,0.226,33,7275.82,28,15,2,1.19937,12.151,14.957,19.999,197.986,90,89.577,1.9053680248335,1,46.565,365,39522.93,0.768120272903663,3,285,72.758,51.384,156.282,204.4,227.8,110.6,0.335296860740228,3,32446.311,103.461,884,155,-184625333333333,1.96566685714286E+015,463880000000000,837987500000000,none,0.072,144
744,3,wet,1277.4935337,H2O,45.31,0.226,33,7268.18,28,16,2,1.2452,11.544,15.084,20.001,196.989,89.999,89.666,1.89547611304965,2,39.769,365,39551.765,0.781502583240731,2,307,72.682,51.336,156.218,203.8,213.5,122.6,0.261162618981265,2,32461.916,103.339,885,155,834654666666667,1.51E+16,-2502157500000000,836715833333333,none,0.069,138
745,3,wet,1269.2360096,H2O,45.34,0.225,32,7136.05,28,17,2,1.34601,12.262,14.992,19.999,197.14,90,89.52,1.87484225603766,3,38.212,365,39403.21,0.775981563528441,1,319,71.36,51.034,142.405,205.4,231.5,102.4,0.378756206863673,1,32461.009,102.584,885,154,-142855333333333,-116346914285714,916778700000000,838209722222222,none,0.0855,171
746,3,wet,1274.6674893,H2O,45.47,0.224,31,7266.33,28,18,3,1.69872,19.518,15.019,20.001,196.262,89.999,89.125,1.88022062818156,1,43.699,365,39405.765,0.768655694896337,1,169,72.663,51.236,153.533,206.3,220.3,129.6,0.255589073637551,1,32451.238,103.09,881,155,-48010666666666.7,1.22E+16,-1782343125000000,833483888888889,none,0.0645,129
747,3,wet,1282.9336088,H2O,45.52,0.224,31,7192.65,28,19,3,1.63049,10.998,15.042,20.002,196.017,90,89.055,1.89172664386725,2,35.76,365,39412.7,0.785677846252532,2,269,71.927,51.247,146.265,207.4,218.1,120.6,0.281643352855791,2,32360.3,103.119,881,155,2.87788366666667E+015,-1.47058338571429E+015,925236053125000,834958611111111,none,0.0435,87
748,3,wet,1275.5891139,H2O,45.44,0.226,33,7225.46,28,20,3,1.87839,18.719,14.999,20,196.31,90,89.193,1.88279247859394,3,40.919,365,39380.945,0.761589196700754,3,233,72.255,51.174,151.646,204.5,230.1,113,0.334932198396558,3,32551.161,102.936,881,154,-27527333333333.3,-33592163714285.7,942706270187500,828534166666667,none,0.066,132
749,1,wet,1282.8167358,H2O,45.44,0.226,33,7287.31,28,21,1,1.55183,18.047,14.95,20.001,196.474,90.001,89.229,1.88421461662739,1,45.597,365,39386.42,0.76273665733272,3,301,72.873,51.198,155.731,206.2,230.9,105.8,0.358128969370097,3,32446.177,102.995,881,154,282652833333333,-162394342857143,925801543750000,838709722222222,none,0.057,114
750,1,wet,1270.2389555,H2O,45.43,0.225,32,7288.58,28,22,1,1.72079,19.02,15.021,19.997,195.996,90,88.514,1.87392221418651,2,24.261,365,38757.89,0.786565038153792,2,269,72.886,50.996,157.858,204.1,218.8,121.2,0.27807931528667,2,32441.521,102.49,878,154,-84938420933333.3,8089764685714.29,934794347187500,834139444444445,none,0.057,114
751,1,wet,1279.0427149,H2O,45.46,0.222,29,7139.71,28,23,1,2.29371,17.275,15.084,20.005,194.399,90.001,88.81,1.85308601627295,3,36.631,365,39002.805,0.763395499522094,1,289,71.397,50.447,141.771,206.8,226.3,110.2,0.338942970874552,1,32449.708,101.118,882,152,1.73644493333333E+015,-828253106226695,942098679487089,829245000000000,none,0.0585,117
752,1,wet,1283.2036181,H2O,45.66,0.222,29,7210.66,28,24,2,1.95647,17.34,15.036,19.998,195.439,90,88.457,1.86691238189147,1,30.602,365,39017.77,0.782279756100175,1,250,72.107,50.79,148.066,207.2,227.4,113.4,0.327555145632742,1,32456.237,101.975,883,153,-192154326666667,-2261962236994.26,937691762989342,833164166666667,none,0.042,84
753,1,wet,1280.8740904,H2O,45.89,0.223,30,7291.98,28,25,2,1.85826,14.003,15.021,19.997,194.947,90,88.771,1.88670713232711,2,40.624,365,39436.79,0.773980678049484,2,238,72.92,51.323,154.298,207.7,217.6,125.8,0.26027859449559,2,32463.404,103.309,881,155,-445498204766667,-55706988819.1,939483986350679,831567777777778,none,0.0705,141
754,1,wet,1280.1021674,H2O,45.86,0.226,33,7215.14,28,26,2,1.92128,19.563,15.214,19.997,195.594,90,88.714,1.87217331304618,3,37.584,365,39516.725,0.784340691809979,3,270,72.151,51.12,150.314,205.3,219.7,119.2,0.289411012592979,3,32454.981,102.8,882,154,-416980236666667,-1661699828292.61,933510675274939,836879444444445,none,0.0465,93
755,1,wet,1281.3044213,H2O,45.75,0.225,32,7213.29,28,27,3,1.9729,13.227,14.846,20,194.694,89.999,88.424,1.86487309712554,2,24.633,365,38739.64,0.784939484391532,2,320,72.133,50.889,148.229,206.3,224.9,109.9,0.333657803458146,2,32449.884,102.223,878,153,-485682688333333,1.13E+16,-1527134687500000,835696388888889,none,0.0855,171
756,1,wet,1275.5657003,H2O,45.74,0.222,29,7168.7,29,1,3,2.15187,16.77,14.91,20.003,194.66,89.999,88.739,1.84902762806251,3,35.7,365,39022.515,0.76844208367808,1,309,71.687,50.543,144.67,205.7,224.1,111.5,0.328294240272898,1,32444.191,101.359,877,152,-48088533333333.3,4334794957142857,-30813125000000,835846111111111,none,0.093,186
757,2,wet,1276.0602743,H2O,45.76,0.223,30,7207.69,29,2,1,1.83294,19.922,14.959,20.004,195.246,90.001,88.723,1.86560266124969,1,39.348,365,39041.86,0.761309619407764,1,316,72.077,50.807,150.669,203.8,219.1,115.6,0.300361740008619,1,32445.445,102.018,878,153,1.00348173333333E+015,-481329011142857,936574377437500,834149166666667,none,0.066,132
758,2,wet,1283.8679192,H2O,45.89,0.222,29,7219.54,29,3,1,1.86791,10.292,14.934,20.002,195.334,90,88.503,1.8666804756083,2,30.315,365,39079.09,0.785042467571294,2,308,72.195,50.811,150.854,204.5,220.2,115.6,0.302682180816432,2,32412.236,102.028,878,153,956467000000000,565532142857143,659835625000000,832086111111111,none,0.075,150
759,2,wet,1273.783436,H2O,45.88,0.223,30,7126.21,29,4,1,2.06109,14.536,14.96,19.995,194.724,90,89.199,1.86715034212908,3,35.121,365,39037.845,0.771684873496536,3,317,71.262,50.83,139.321,207,222.2,112.4,0.322504372753961,3,31636.858,102.074,877,153,-395483911813110,-465985243.569014,942054374916751,829289722222222,[['Edge-Loc']],0.1035,207
760,2,wet,1272.5648581,H2O,45.85,0.223,30,7167.94,29,5,2,1.82451,16.467,14.95,20.002,195.716,89.999,88.693,1.87624541533465,1,33.399,365,38833.81,0.766682700487526,3,523,71.679,50.763,143.894,204.7,206.8,109.1,0.294058336117407,3,30152.769,101.907,874,153,176151466666667,6448051428571429,-512581562500000,832154166666667,[['Edge-Loc']],0.177,354
761,2,wet,1268.3337811,H2O,44.53,0.191,-2,6865.3,29,6,2,0.84653,19.69,15.132,19.997,199.721,90.001,91.85,1.93926430189353,2,23.047,365,38557.505,0.781661576943339,2,105,68.653,50.196,117.43,208.2,233.1,117.3,0.342588346671006,2,32166.325,100.491,909,151,1.52759266666667E+015,-896133854428571,934476874406250,835890833333333,none,0.0045,9
762,2,wet,1274.7521889,H2O,44.62,0.187,-6,6911.68,29,7,2,0.87235,15.329,14.966,20,200.465,90,92.402,1.94560879841695,3,29.141,365,38639.995,0.775251425719232,1,111,69.117,50.388,123.268,206.6,232.9,117.3,0.33996600339966,1,32454.409,100.971,910,151,2257713000000000,7881420285714286,-1034705625000000,835152777777778,none,0.006,12
763,2,wet,1268.1209086,H2O,44.64,0.203,10,7100.4,29,8,3,1.0319,17.909,14.965,20.002,201.64,90,92.249,1.96110502362336,1,32.198,365,38569.185,0.759315658961173,1,147,71.004,50.546,140.44,206.4,222.3,126.2,0.276411539678431,1,32445.721,101.366,909,152,1.16798253333333E+015,4.24138242857143E+015,-117375000000000,832807500000000,none,0.003,6
764,2,wet,1269.5212442,H2O,44.54,0.213,20,7090.47,29,9,3,0.79534,19.019,15.109,19.998,200.446,90,92.362,1.94052994871338,2,20.124,365,38231.925,0.777197659463925,2,159,70.905,50.328,140.447,205.4,230.4,116.9,0.327491859591111,2,32450.024,100.821,900,151,423787833333333,-63981428571428.6,901618781250000,833710833333333,none,0,0
765,2,wet,1267.4059178,H2O,44.53,0.219,26,7235.55,29,10,3,0.71786,17.852,15.029,20.002,200.563,90,92.529,1.94148052307835,3,25.046,365,38180.46,0.769264814670407,3,165,72.356,49.965,149.655,209,226.9,121.5,0.298138051495287,3,32158.005,99.912,900,150,1.14499436666667E+015,2826755142857143,194928125000000,832847777777778,none,0.0105,21
766,3,wet,1279.5358433,H2O,44.49,0.218,25,7201.67,29,11,1,0.77995,20.157,14.941,19.997,200.842,90,91.759,1.92515676401314,1,18.951,365,38124.25,0.781755329857913,3,106,72.017,49.902,147.767,208,226.3,127.5,0.27847969254489,3,32446.797,99.754,900,150,-88196900000000,6967306000000000,-601028750000000,830630000000000,none,0.003,6
767,3,wet,1272.8484718,H2O,44.51,0.217,24,7086,29,12,1,0.94146,14.982,15.103,20,198.843,90.001,91.73,1.92113434597877,2,17.932,365,38153.085,0.780698564797981,2,187,70.86,49.901,136,209.3,233.7,110.9,0.355993622264096,2,32657.34,99.752,900,150,3.36859833333333E+015,-1604469400180108,934384868789399,836098611111111,none,0.003,6
768,3,wet,1275.1114032,H2O,44.57,0.217,24,7152.56,29,13,1,1.03258,15.296,15.002,19.999,198.857,90.001,92.299,1.95164221813098,3,23.805,365,38281.93,0.778404292526466,1,128,71.526,50.297,145.256,206.1,229.4,121.7,0.30663842290478,1,32688.659,100.742,903,151,947629000000000,334639714285714,738389843750000,836315833333333,none,0.0075,15
769,3,wet,1269.3646801,H2O,44.56,0.218,25,7117.02,29,14,2,0.96054,19.782,14.928,20,200.317,89.999,92.137,1.94141541979318,1,34.443,365,38528.67,0.752775990364467,1,180,71.17,50.047,142.902,204.4,226.8,119.6,0.30906642910068,1,32664.685,100.117,904,150,2.99171366666667E+015,1.08154285714286E+015,374532500000000,831573888888889,none,0.051,102
770,3,wet,1275.8518961,H2O,44.55,0.218,25,7159.73,29,15,2,1.00724,12.41,14.864,19.998,199.996,90,91.938,1.9279662792557,2,28.852,365,38819.21,0.778009404321896,2,211,71.597,50.415,147.073,204.6,225.8,117.4,0.311999458893927,2,32632.272,101.036,905,152,-316712600000000,1.20E+16,-1703399375000000,832115277777778,none,0.0225,45
771,3,wet,1271.2796217,H2O,44.48,0.218,25,7172.36,29,16,3,1.02906,14.492,14.807,19.998,199.847,90,91.674,1.94039635356874,1,29.796,365,38711.17,0.770645378555789,3,190,71.724,50.827,146.136,206.4,216.5,129.2,0.250058719401463,3,32636.484,102.066,908,153,-311179100000000,1.70816061428571E+015,550382187500000,835766944444445,none,0.039,78
772,3,wet,1269.0316635,H2O,44.48,0.217,24,7129.28,29,17,3,1.03694,10.507,15.02,20.004,199.03,90,91.155,1.90731938024509,2,19.976,365,38495.455,0.78712818975612,2,214,71.293,50.372,139.928,208.6,226,117,0.315243923601069,2,32666.317,100.929,904,151,4.41467966666667E+015,1.45E+16,-2713405937500000,834051666666667,none,0.039,78
773,3,wet,1277.2932185,H2O,44.58,0.216,23,7148.22,29,18,3,1.24699,20.348,14.969,19.999,198.465,89.999,91.925,1.93885192712536,3,36.248,365,38900.605,0.759903731647804,1,174,71.482,50.828,141.122,209,217.4,129.9,0.25092411767911,1,32646.298,102.07,908,153,22942333333333.3,9.56092771428571E+015,-1219639375000000,834358611111111,none,0.051,102
